id,年,月,17業種コード,33業種コード,規模コード,売上高,収益,経常利益,営業利益,当期純利益,税引前利益,包括利益,純資産額,総資産額,現金及び現金同等物の期末残高,従業員数,最低株価,最高株価,株主総利回り,株主資本比率,株価収益率,発行済株式総数,自己資本利益率,自己資本比率,財務活動によるキャッシュ・フロー,営業活動によるキャッシュ・フロー,投資活動によるキャッシュ・フロー,基本的1株当たり当期利益,基本的1株当たり親会社の所有者に帰属する当期利益,希薄化後１株当たり当期利益,希薄化後１株当たり当社株主に帰属する当期純利益,１株当たり当期純利益,１株当たり当社株主に帰属する当期純利益,１株当たり株主資本,１株当たり潜在株式調整後当期純利益金額,１株当たり純資産額,１株当たり親会社所有者帰属持分,１株当たり配当額親会社の所有者に帰属する当期利益,親会社の所有者に帰属する当期包括利益,親会社の所有者に帰属する持分,親会社所有者帰属持分当期利益率,親会社所有者帰属持分比率,親会社株主に帰属する当期純利益,資本金,配当性向
142,2019,3,4,3200,2,2431489.0,,,,,212762.0,144272.0,2244841.0,3414692.0,654747.0,72332.0,,,15.4,59.7,,,,,-153522.0,249343.0,-208585.0,,326.81,,325.82,,,4976.88,,,,,144272.0,,,,,,
143,2015,3,9,3650,2,4753210.0,,,178628.0,145011.0,198864.0,250283.0,,3271121.0,362028.0,158846.0,,,12.1,,,,,,-17327.0,280149.0,-200516.0,,67.68,,67.64,,,,,,381.88,,240329.0,790089.0,20.6,24.2,,934397.0,
143,2016,3,9,3650,2,4739294.0,,,120612.0,90421.0,131822.0,5530.0,,3226303.0,380810.0,156515.0,,,9.94,,,,,,-67741.0,253092.0,-164317.0,,41.94,,41.93,,,,,,378.37,,8860.0,782782.0,11.0,24.3,,926240.0,
143,2017,3,9,3650,2,4132972.0,,,117455.0,95317.0,124162.0,137087.0,,3191498.0,383969.0,155069.0,,,15.9,,,,,,-98896.0,250331.0,-145479.0,,42.83,,42.83,,,,,,429.8,,129191.0,881292.0,10.6,27.6,,1019202.0,
143,2018,3,9,3650,2,4098379.0,,,182489.0,177255.0,242488.0,229583.0,,3121522.0,452671.0,140365.0,,,7.93,,,,,,-112496.0,200415.0,-22578.0,,825.32,,825.28,,,,,,5283.85,,219838.0,1087797.0,17.2,34.8,,1204902.0,
143,2019,3,9,3650,2,3952437.0,,,130227.0,110718.0,161785.0,95511.0,,3104842.0,416742.0,132138.0,,,15.58,,,,,,-136622.0,99416.0,4142.0,,512.5,,512.33,,,,,,5585.35,,89311.0,1132055.0,9.4,36.5,,1253630.0,
144,2015,3,9,3650,4,810678.0,,43139.0,,,,88445.0,319636.0,904522.0,31895.0,25740.0,,,14.5,,,,10.8,32.1,-33828.0,51459.0,-22750.0,,,,,39.16,,,39.13,,,,,,,,,,
144,2016,3,9,3650,4,813550.0,,45614.0,,,,-49783.0,260980.0,845378.0,30838.0,26508.0,,,9.1,,,,11.8,27.3,-31566.0,48450.0,-19410.0,,,,,42.9,,,42.86,,,,,,,,,,
144,2017,3,9,3650,4,837765.0,,46296.0,,,,72217.0,323863.0,886663.0,41886.0,26503.0,,,11.5,,,,15.7,32.8,-56083.0,58185.0,9748.0,,,,,57.36,,,,,,,,,,,,,
144,2018,3,9,3650,4,893451.0,,56047.0,,,,52854.0,366546.0,914744.0,33329.0,27009.0,,,13.7,,,,12.1,36.1,-46887.0,53146.0,-14550.0,,,,,264.34,,,,,,,,,,,,,
144,2019,3,9,3650,4,914915.0,,63479.0,,,,38653.0,392061.0,952659.0,29134.0,27416.0,,,11.1,,,,11.8,37.0,-38174.0,54949.0,-21448.0,,,,,281.89,,,,,,,,,,,,,
145,2015,3,12,5050,4,,518715.0,44098.0,,,,50028.0,308209.0,1253849.0,19371.0,13226.0,,,29.3,,,,10.6,24.3,-38997.0,71126.0,-43194.0,,,,,41.8,,,,,,,,,,,,,
145,2016,3,12,5050,4,,529812.0,45695.0,,,,15503.0,317023.0,1257332.0,27326.0,13283.0,,,32.1,,,,8.9,24.9,-21473.0,78702.0,-49276.0,,,,,76.27,,,,,,,,,,,,,
145,2017,3,12,5050,4,,523031.0,46638.0,,,,28471.0,338703.0,1270102.0,19293.0,13560.0,,,30.0,,,,8.1,26.3,-20473.0,79494.0,-67053.0,,,,,72.31,,,,,,,,,,,,,
145,2018,3,12,5050,4,,524660.0,47891.0,,,,33333.0,366577.0,1294498.0,43907.0,13834.0,,,26.5,,,,8.4,27.8,-8099.0,85394.0,-52681.0,,,,,81.36,,,,,,,,,,,,,
145,2019,3,12,5050,4,,526675.0,49687.0,,,,30279.0,389180.0,1312433.0,21636.0,13938.0,,,29.8,,,,8.7,29.1,-15083.0,72733.0,-80094.0,,,,,90.11,,,,,,,,,,,,,
146,2015,3,12,5100,6,1352421.0,,48980.0,,,,62064.0,467440.0,1223328.0,209424.0,7834.0,,,11.29,,,,6.46,36.09,-119253.0,101825.0,-11177.0,,,,,28.6,,,,,,,,,,,,,
146,2016,3,12,5100,6,1243932.0,,3338.0,,,,-78822.0,379913.0,1115223.0,198745.0,8097.0,,,,,,,-12.92,31.87,-14835.0,39635.0,-29569.0,,,,,-54.95,,,,,,,,,,,,,
146,2017,3,12,5100,6,1030191.0,,-52388.0,,,,-132772.0,245482.0,1045209.0,156791.0,8018.0,,,,,,,-48.53,21.0,26436.0,-43919.0,-24881.0,,,,,-1488.23,,,,,,,,,,,,,
146,2018,3,12,5100,6,1162025.0,,1962.0,,,,589.0,243094.0,1036886.0,158072.0,7153.0,,,22.44,,,,4.76,20.93,22239.0,1167.0,-22813.0,,,,,111.13,,,,,,,,,,,,,
146,2019,3,12,5100,6,836731.0,,-48933.0,,,,-110217.0,181233.0,951261.0,138040.0,6022.0,,,,,,,-69.37,10.89,19290.0,-6808.0,-35493.0,,,,,-1192.08,,,,,,,,,,,,,
147,2015,3,6,3700,4,1486123.0,,84288.0,,,,87760.0,447957.0,1662283.0,47721.0,35471.0,,,19.6,,,,12.9,25.9,-57133.0,127651.0,-67397.0,,,,,308.91,,,,,,,,,,,,,
147,2016,3,6,3700,4,1541096.0,,93229.0,,,,20230.0,445625.0,1620458.0,37832.0,34605.0,,,11.7,,,,10.6,26.6,-23400.0,86059.0,-74185.0,,,,,275.61,,,,,,,,,,,,,
147,2017,3,6,3700,4,1518830.0,,36671.0,,,,25335.0,451327.0,1687363.0,50722.0,35127.0,,,21.5,,,,6.0,25.9,-15850.0,93514.0,-64879.0,,,,,156.85,,,,,,,,,,,,,
147,2018,3,6,3700,4,1574242.0,,43225.0,,,,39683.0,481386.0,1785028.0,64362.0,35805.0,,,19.8,,,,6.4,26.1,37770.0,56050.0,-80590.0,,,,,173.09,,,,,,,,,,,,,
147,2019,3,6,3700,4,1594743.0,,37861.0,,,,23183.0,492261.0,1838855.0,68311.0,35691.0,,,16.6,,,,5.8,25.9,-19771.0,109762.0,-85344.0,,,,,164.34,,,,,,,,,,,,,
148,2015,3,4,3100,4,786171.0,,42379.0,,,,6034.0,303636.0,823695.0,70562.0,15780.0,,,,,,,-2.8,34.9,10394.0,76030.0,-49624.0,,,,,-8.23,,,,,,,,,,,,,
148,2016,3,4,3100,4,790748.0,,60316.0,,,,15800.0,314412.0,823429.0,100955.0,15756.0,,,12.4,,,,10.6,36.4,-8317.0,80641.0,-40323.0,,,,,158.15,,,,,,,,,,,,,
148,2017,3,4,3100,4,741292.0,,55934.0,,,,46283.0,351830.0,964053.0,117550.0,19292.0,,,8.2,,,,15.7,35.1,63765.0,79040.0,-127650.0,,,,,254.91,,,,,,,,,,,,,
148,2018,3,4,3100,4,834986.0,,67820.0,,,,66144.0,408237.0,981967.0,116158.0,19711.0,,,8.7,,,,12.5,40.0,-31485.0,80092.0,-51307.0,,,,,231.26,,,,,,,,,,,,,
148,2019,3,4,3100,4,888589.0,,60264.0,,,,45623.0,427212.0,1020654.0,140434.0,20671.0,,,7.9,,,,11.2,40.2,-15353.0,80899.0,-41288.0,,,,,232.39,,,,,,,,,,,,,
149,2018,3,7,3450,2,5712965.0,,,,,,311759.0,,7756134.0,142869.0,97996.0,,,11.4,,,,,,-104969.0,485539.0,-363170.0,204.87,,,,,,,,,3554.21,,,3136991.0,6.0,40.4,,,
149,2019,3,7,3450,2,6177947.0,,,,,,85114.0,,8049528.0,163176.0,105796.0,,,6.9,,,,,,-42900.0,452341.0,-381805.0,281.77,,,,,,,,,3509.72,,,3230788.0,7.9,40.1,,,
150,2015,3,3,2050,4,799076.0,,44867.0,,,,25465.0,388496.0,719754.0,297707.0,7332.0,,,29.22,,,,5.4,53.8,3836.0,-71416.0,-23411.0,,,,,81.73,,,,,,,,,,,,,
150,2016,3,3,2050,4,879954.0,,52047.0,,,,35939.0,419673.0,689782.0,247947.0,7489.0,,,9.94,,,,10.6,60.7,-4374.0,-49764.0,8696.0,,,,,169.6,,,,,,,,,,,,,
150,2017,3,3,2050,4,693152.0,,-15215.0,,,,-25430.0,383260.0,646291.0,185603.0,7554.0,,,,,,,-5.5,59.1,-19674.0,-28884.0,-12979.0,,,,,-87.42,,,,,,,,,,,,,
150,2018,3,3,2050,4,722987.0,,24927.0,,,,20292.0,395779.0,684921.0,235394.0,7610.0,,,35.19,,,,4.3,57.6,33781.0,5539.0,11736.0,,,,,65.75,,,,,,,,,,,,,
150,2019,3,3,2050,4,619241.0,,32304.0,,,,17952.0,410350.0,708855.0,160841.0,7841.0,,,15.46,,,,6.0,57.7,-13878.0,-55259.0,-4662.0,,,,,95.14,,,,,,,,,,,,,
151,2015,12,1,3050,1,2252884.0,,,,490242.0,565113.0,207708.0,,4558235.0,526765.0,44485.0,,,16.53,,,,,,-254852.0,468432.0,-63271.0,270.54,,270.37,,,,,,,1369.06,,,,19.47,53.78,,2521524.0,
151,2016,12,1,3050,1,2143287.0,,,,425773.0,578237.0,235250.0,,4744374.0,294157.0,44667.0,,,16.32,,,,,,91318.0,376549.0,-687509.0,235.47,,235.33,,,,,,,1371.39,,,,17.19,51.77,,2528041.0,
151,2017,12,1,3050,1,2139653.0,,,,396749.0,538532.0,554198.0,,5221484.0,285486.0,57963.0,,,16.57,,,,,,-77032.0,419212.0,-352632.0,219.1,,218.97,,,,,,,1541.94,,,,15.04,52.89,,2842027.0,
151,2018,12,1,3050,1,2215962.0,,,,387431.0,531486.0,129302.0,,5461400.0,282063.0,63968.0,,,12.15,,,,,,-62360.0,461389.0,-383307.0,215.31,,215.2,,,,,,,1468.44,,,,14.3,48.17,,2700445.0,
151,2019,12,1,3050,1,2175626.0,,,,361622.0,465232.0,365816.0,,5553071.0,357158.0,61975.0,,,12.41,,,,,,-333832.0,540410.0,-123571.0,195.97,,195.87,,,,,,,1501.12,,,,13.16,47.95,,2743611.0,
152,2015,3,3,3400,4,378665.0,,61068.0,,,,64879.0,404001.0,702234.0,128616.0,16217.0,,,20.2,,,,11.4,55.8,-26000.0,73002.0,-39495.0,,,,,127.11,,,126.87,1200.68,,,,,,,,,
152,2016,3,3,3400,4,435797.0,,81498.0,,,,24907.0,417972.0,711897.0,136065.0,16657.0,,,12.7,,,,13.3,57.1,-373.0,59445.0,-47772.0,,,,,163.28,,,162.97,1245.47,,,,,,,,,
152,2017,3,3,3400,4,401266.0,,64557.0,,,,33978.0,427593.0,759434.0,144692.0,17517.0,,,22.4,,,,8.8,54.9,-13013.0,80172.0,-56452.0,,,,,112.71,,,112.51,1295.66,,,,,,,,,
152,2018,3,3,3400,4,451125.0,,70615.0,,,,58154.0,472863.0,826243.0,169918.0,18783.0,,,12.9,,,,10.4,55.8,22546.0,50554.0,-49413.0,,,,,142.42,,,142.18,1432.67,,,,,,,,,
152,2019,3,3,3400,4,463504.0,,64410.0,,,,31164.0,489245.0,863636.0,123984.0,20115.0,,,14.6,,,,7.6,55.3,3564.0,61224.0,-109743.0,,,,,110.35,,,110.17,1483.98,,,,,,,,,
153,2018,3,1,3050,4,1258463.0,,,,,52798.0,37630.0,,734528.0,58290.0,17359.0,,,12.38,,,,,,-27110.0,53284.0,-48194.0,352.26,,350.0,,,,,,,3888.48,,37630.0,417982.0,9.43,56.9,,,
153,2019,3,1,3050,4,1234180.0,,,,,30267.0,14450.0,,741388.0,48108.0,17444.0,,,21.75,,,,,,2932.0,30844.0,-45110.0,183.21,,181.48,,,,,,,3896.64,,14450.0,401014.0,4.78,54.1,,,
154,2015,3,4,3200,4,161861.0,,25162.0,,,,26435.0,199680.0,265126.0,43374.0,5165.0,,,17.4,,,,8.9,70.4,-12498.0,20263.0,-15807.0,,,,,,,,,,,,,,,,,,
154,2016,3,4,3200,4,162922.0,,21016.0,,,,13970.0,200492.0,272679.0,47464.0,5188.0,,,11.8,,,,9.2,69.3,-9432.0,19603.0,-5090.0,,,,,,,,,,,,,,,,,,
154,2017,3,4,3200,4,159117.0,,19947.0,,,,13668.0,205866.0,272791.0,51785.0,5517.0,,,16.7,,,,8.2,71.1,-14103.0,31390.0,-11913.0,,,,,,,,,,,,,,,,,,
154,2018,3,4,3200,4,167888.0,,22480.0,,,,20557.0,220619.0,285600.0,50532.0,5684.0,,,14.6,,,,7.7,72.9,-6241.0,20121.0,-16171.0,,,,,,,,,,,,,,,,,,
154,2019,3,4,3200,4,172639.0,,21608.0,,,,13788.0,229043.0,293571.0,52697.0,5814.0,,,15.2,,,,7.0,73.6,-6437.0,26803.0,-17694.0,,,,,,,,,,,,,,,,,,
155,2015,3,4,3200,6,148062.0,,14924.0,,,,21472.0,127181.0,221285.0,14853.0,2507.0,,,9.7,,,,9.9,54.6,-2776.0,9588.0,-4600.0,,,,,,,,,,,,,,,,,,
155,2016,3,4,3200,6,142711.0,,18952.0,,,,6533.0,131489.0,220587.0,14494.0,2664.0,,,6.1,,,,11.5,58.5,-1323.0,10639.0,-9424.0,,,,,,,,,,,,,,,,,,
155,2017,3,4,3200,6,128647.0,,9908.0,,,,10825.0,138069.0,217302.0,33146.0,2684.0,,,10.7,,,,6.6,62.3,-14620.0,41236.0,-7858.0,,,,,,,,,,,,,,,,,,
155,2018,3,4,3200,6,141230.0,,9204.0,,,,8544.0,144801.0,219457.0,27585.0,2683.0,,,14.2,,,,4.6,64.6,-9485.0,12085.0,-8327.0,,,,,,,,,,,,,,,,,,
155,2019,3,4,3200,6,145663.0,,8888.0,,,,2007.0,144916.0,216212.0,16536.0,2724.0,,,15.2,,,,4.1,65.6,-7534.0,11677.0,-15280.0,,,,,,,,,,,,,,,,,,
156,2015,3,3,3400,6,626713.0,,,,,4807.0,-8306.0,,920106.0,62340.0,27371.0,,,63.78,,,,,,7295.0,24593.0,-23192.0,,1.85,,1.84,,,,,,194.6,,-8306.0,175746.0,0.9,19.1,,,
156,2016,3,3,3400,6,629172.0,,,,,-37439.0,-72704.0,,812120.0,46162.0,27463.0,,,,,,,,,-5908.0,21789.0,-26401.0,,-551.75,,-551.75,,,,,,1141.4,,-72704.0,103109.0,-35.7,12.7,,,
156,2017,3,3,3400,6,580795.0,,,,,14751.0,-18100.0,,790192.0,79808.0,26950.0,,,13.04,,,,,,16398.0,30429.0,-10152.0,,62.04,,61.49,,,,,,941.76,,-18100.0,124146.0,4.9,15.7,,,
156,2018,3,3,3400,6,598897.0,,,,,22146.0,10221.0,,788592.0,62799.0,26957.0,,,17.75,,,,,,-33889.0,34716.0,-17912.0,,48.27,,38.87,,,,,,1042.72,,10221.0,135192.0,4.7,17.1,,,
156,2019,3,3,3400,6,612789.0,,,,,22730.0,-882.0,,761869.0,50292.0,26741.0,,,7.74,,,,,,-11358.0,29030.0,-28143.0,,115.16,,85.14,,,,,,978.5,,-882.0,123760.0,10.3,16.2,,,
157,2015,3,1,50,4,638435.0,,21392.0,,,,23112.0,109111.0,461889.0,17071.0,8240.0,,,9.55,,,,13.16,19.52,-7860.0,22838.0,-12135.0,,,,,38.22,,,,,,,,,,,,,
157,2016,3,1,50,4,637164.0,,20696.0,,,,6029.0,114030.0,445707.0,14056.0,8466.0,,,12.28,,,,13.3,21.3,-23141.0,37395.0,-17051.0,,,,,44.55,,,,,,,,,,,,,
157,2017,3,1,50,4,635953.0,,24884.0,,,,15052.0,141205.0,451876.0,25181.0,8722.0,,,11.56,,,,13.17,26.77,-11517.0,30179.0,-7445.0,,,,,48.02,,,,,,,,,,,,,
157,2018,3,1,50,4,677293.0,,24583.0,,,,19506.0,157106.0,482233.0,24318.0,9003.0,,,9.98,,,,13.32,28.56,-8156.0,28325.0,-21540.0,,,,,55.33,,,,,,,,,,,,,
157,2019,3,1,50,4,712111.0,,25358.0,,,,12289.0,166158.0,477913.0,16165.0,9065.0,,,17.1,,,,10.83,30.62,-15956.0,24693.0,-16803.0,,,,,49.41,,,,,,,,,,,,,
158,2015,3,8,3600,4,974885.0,,,,,84626.0,115834.0,,1125509.0,184374.0,31088.0,,,16.01,,,,,,-5744.0,65529.0,-46715.0,109.79,,109.66,,,,,,,852.83,,115834.0,461536.0,14.5,41.0,,,
158,2016,3,8,3600,4,975319.0,,,,,87208.0,10198.0,,1032374.0,175515.0,31587.0,,,8.49,,,,,,-68073.0,108622.0,-45212.0,121.38,,121.3,,,,,,,839.56,,10198.0,454661.0,14.3,44.0,,,
158,2017,3,8,3600,4,949170.0,,,,,63617.0,42430.0,,1043955.0,139573.0,31501.0,,,18.49,,,,,,-48413.0,67936.0,-54243.0,86.08,,86.03,,,,,,,873.11,,42430.0,461350.0,9.9,44.2,,,
158,2018,3,8,3600,4,1020338.0,,,,,97248.0,92551.0,,1092310.0,131283.0,31861.0,,,10.87,,,,,,-39804.0,83746.0,-53001.0,131.16,,130.96,,,,,,,1016.3,,92551.0,537175.0,13.9,49.2,,,
158,2019,3,8,3600,4,991365.0,,,,,79229.0,40803.0,,1086456.0,129965.0,31484.0,,,9.65,,,,,,-20477.0,92617.0,-72673.0,107.46,,107.24,,,,,,,1048.18,,40803.0,536676.0,10.4,49.4,,,
159,2015,3,4,3150,4,1052491.0,,23204.0,,,,67295.0,489740.0,1495622.0,84002.0,12771.0,,,9.02,,,,5.1,32.5,-52744.0,81846.0,-42483.0,,,,,200.27,,,,,,,,,,,,,
159,2016,3,4,3150,4,1007097.0,,17123.0,,,,-31821.0,424685.0,1390918.0,112510.0,11741.0,,,95.61,,,,0.5,30.3,-39168.0,52419.0,16270.0,,,,,20.95,,,,,,,,,,,,,
159,2017,3,4,3150,4,992428.0,,26994.0,,,,25795.0,434911.0,1388885.0,90514.0,13057.0,,,27.59,,,,2.0,31.0,-49694.0,87087.0,-65278.0,,,,,72.57,,,,,,,,,,,,,
159,2018,3,4,3150,4,1046499.0,,18649.0,,,,15285.0,443398.0,1429892.0,59003.0,12881.0,,,29.29,,,,1.8,30.6,-12548.0,44944.0,-62731.0,,,,,67.8,,,,,,,,,,,,,
159,2019,3,4,3150,4,1068703.0,,23901.0,,,,-45838.0,395343.0,1390814.0,63455.0,12943.0,,,-7.5,,,,-8.6,27.7,-6720.0,59760.0,-47461.0,,,,,-304.34,,,,,,,,,,,,,
160,2015,3,7,3500,4,431477.0,,20600.0,,,,16664.0,137385.0,457277.0,29433.0,13335.0,,,10.03,,,,8.3,26.6,-17581.0,11780.0,-7119.0,,,,,,,,,,,,,,,,,,
160,2016,3,7,3500,4,464405.0,,24526.0,,,,11391.0,144419.0,452194.0,36485.0,12961.0,,,6.48,,,,12.3,28.8,-10708.0,37770.0,-19419.0,,,,,,,,,,,,,,,,,,
160,2017,3,7,3500,4,448381.0,,26252.0,,,,19831.0,173624.0,448623.0,36286.0,13126.0,,,7.09,,,,13.5,35.6,-24432.0,36488.0,-11887.0,,,,,,,,,,,,,,,,,,
160,2018,3,7,3500,4,481439.0,,29533.0,,,,21912.0,189322.0,467199.0,30517.0,12855.0,,,9.8,,,,10.8,37.2,-17040.0,25868.0,-14948.0,,,,,,,,,,,,,,,,,,
160,2019,3,7,3500,4,500451.0,,31084.0,,,,19675.0,202735.0,481303.0,33345.0,13316.0,,,7.32,,,,11.4,39.0,-8904.0,34644.0,-22777.0,,,,,,,,,,,,,,,,,,
161,2015,3,12,5050,4,1924929.0,,59563.0,,,,62639.0,550137.0,1453617.0,148942.0,67347.0,,,26.0,,,,5.1,36.6,-33636.0,74519.0,-22386.0,,,,,25.87,,,,531.06,,,,,,,,,
161,2016,3,12,5050,4,1909105.0,,62394.0,,,,2251.0,538018.0,1484953.0,146007.0,67909.0,,,14.4,,,,6.8,35.2,43936.0,78844.0,-122881.0,,,,,35.61,,,,521.77,,,,,,,,,
161,2017,3,12,5050,4,1864301.0,,63806.0,,,,47945.0,552985.0,1521800.0,163386.0,70092.0,,,15.4,,,,6.9,35.2,-11820.0,102360.0,-70961.0,,,,,371.32,,,,5586.52,,,,,,,,,
161,2018,3,12,5050,4,1995317.0,,74395.0,,,,6420.0,547494.0,1517060.0,137891.0,69672.0,,,104.6,,,,1.2,34.9,-31443.0,91865.0,-87458.0,,,,,68.06,,,,5519.09,,,,,,,,,
161,2019,3,12,5050,4,2138501.0,,85802.0,,,,39460.0,560444.0,1536677.0,102092.0,71525.0,,,12.0,,,,9.2,35.4,-14693.0,72698.0,-90960.0,,,,,515.13,,,,5749.6,,,,,,,,,
162,2015,3,10,9050,2,,14258842.0,1115823.0,,,,2212035.0,15301561.0,295849794.0,35805379.0,220703.0,,,,,,,3.4,5.2,-42101.0,-1204555.0,15521777.0,,,,,107.26,,,,,,,,,,,,,
162,2016,3,10,9050,2,,14257541.0,966240.0,,,,-177994.0,15176088.0,291947080.0,48141158.0,250876.0,,,15.4,,,,2.9,4.7,-62051.0,787989.0,11612051.0,,,,,97.26,,,,,,,,,,,,,
162,2017,3,10,9050,2,,13326534.0,795237.0,,,,8867.0,14954581.0,293162545.0,53225675.0,248384.0,,,,,,,-0.2,4.6,-225199.0,-991123.0,6300698.0,,,,,-7.04,,,,,,,,,,,,,
162,2018,3,10,9050,2,,12920375.0,916144.0,,,,118564.0,14743234.0,290640154.0,50694528.0,245863.0,,,11.3,,,,3.4,4.6,-292041.0,-2337394.0,99012.0,,,,,112.97,,,,,,,,,,,,,
162,2019,3,10,9050,2,,12774999.0,830696.0,,,,291836.0,14788654.0,286170709.0,52160289.0,245922.0,,,10.9,,,,3.6,4.6,-111256.0,-3609800.0,5186043.0,,,,,118.57,,,,,,,,,,,,,
163,2015,3,12,5100,4,2401820.0,,84010.0,,,,108350.0,880923.0,2569828.0,327243.0,33520.0,,,12.3,,,,6.2,31.5,-199007.0,136448.0,26755.0,,,,,28.06,,,,,,,,,,,,,
163,2016,3,12,5100,4,2272315.0,,60058.0,,,,-17269.0,844269.0,2244772.0,253618.0,34276.0,,,20.2,,,,2.3,34.5,-160260.0,142857.0,-46895.0,,,,,10.75,,,,,,,,,,,,,
163,2017,3,12,5100,4,1923881.0,,1039.0,,,,-243479.0,591936.0,2044183.0,137444.0,35935.0,,,,,,,-41.0,25.6,1952.0,27924.0,-144612.0,,,,,-1572.35,,,,,,,,,,,,,
163,2018,3,12,5100,4,2183201.0,,28016.0,,,,33564.0,588255.0,2071636.0,103278.0,37820.0,,,18.0,,,,3.8,26.6,17587.0,89090.0,-137994.0,,,,,119.57,,,,,,,,,,,,,
163,2019,3,12,5100,4,1829300.0,,-2052.0,,,,-60308.0,521725.0,2001704.0,78280.0,35711.0,,,,,,,-8.6,24.4,62715.0,45260.0,-132292.0,,,,,-263.8,,,,,,,,,,,,,
164,2018,3,10,5250,1,,11782148.0,,,,1740479.0,950302.0,,21541444.0,895003.0,282533.0,,,10.9,42.0,,,,,-968279.0,2541270.0,-1746185.0,,449.86,,,,,4591.58,,,,,950302.0,,,,,,
164,2019,3,10,5250,1,,11879842.0,,,,1671861.0,826154.0,,22295146.0,946134.0,303351.0,,,10.7,41.6,,,,,-584266.0,2406157.0,-1774136.0,,440.25,,,,,4832.03,,,,,826154.0,,,,,,
165,2016,3,9,3650,4,2824833.0,,,,,86553.0,-41170.0,,2528904.0,192323.0,98726.0,,,9.69,,,,,,-50082.0,97829.0,-32202.0,29.22,,,,,,,,,296.24,,-41170.0,769827.0,9.5,30.4,75923.0,,
165,2017,3,9,3650,4,2665035.0,,,,,68058.0,99929.0,,2683996.0,239970.0,107729.0,,,25.5,,,,,,-48881.0,92525.0,6425.0,105.1,,105.1,,,,,,,3287.52,,99929.0,854264.0,3.4,31.8,27310.0,,
165,2018,3,9,3650,4,2844447.0,,,,,86941.0,51599.0,,2821351.0,346025.0,109390.0,,,16.94,,,,,,-7239.0,129981.0,-14231.0,176.54,,176.54,,,,,,,3390.8,,51599.0,880833.0,5.3,31.2,45870.0,,
165,2019,3,9,3650,4,2913446.0,,,,,77993.0,-4311.0,,2950639.0,278314.0,110595.0,,,24.2,,,,,,-50503.0,64235.0,-76675.0,154.75,,154.75,,,,,,,3309.78,,-4311.0,859583.0,4.6,29.1,40195.0,,
166,2015,12,3,3400,4,251177.0,,14272.0,,,,6295.0,519801.0,726937.0,133856.0,5220.0,,,31.6,,,,1.9,70.6,-7892.0,46797.0,-32638.0,,,,,19.38,,,,,,,,,,,,,
166,2016,12,3,3400,4,239411.0,,13967.0,,,,-253.0,509564.0,693917.0,126167.0,5849.0,,,63.3,,,,1.0,72.7,-17624.0,48261.0,-36138.0,,,,,49.95,,,,,,,,,,,,,
166,2017,12,3,3400,4,282447.0,,34130.0,,,,43007.0,543789.0,764420.0,113835.0,6776.0,,,15.7,,,,5.2,70.5,9797.0,46159.0,-68644.0,,,,,273.29,,,,,,,,,,,,,
166,2018,12,3,3400,4,300326.0,,19832.0,,,,-1965.0,521547.0,725320.0,116248.0,6875.0,,,17.5,,,,2.9,71.2,-28503.0,52002.0,-19551.0,,,,,154.26,,,,,,,,,,,,,
166,2019,12,3,3400,4,257189.0,,15373.0,,,,-34352.0,477154.0,664800.0,100977.0,6482.0,,,,,,,-6.8,71.0,-21976.0,21637.0,-14316.0,,,,,-348.5,,,,,,,,,,,,,
167,2015,3,4,3200,4,825243.0,,,,,105947.0,107643.0,,855433.0,214559.0,27160.0,,,17.0,,,,,,-68966.0,119481.0,-53857.0,471.75,,470.85,,,,,,,3705.96,,107643.0,612016.0,13.7,71.5,,,
167,2016,3,4,3200,4,793054.0,,,,,101996.0,44569.0,,825905.0,240891.0,26837.0,,,12.6,,,,,,-44902.0,140658.0,-57085.0,495.23,,494.56,,,,,,,3785.91,,44569.0,614425.0,13.3,74.4,,,
167,2017,3,4,3200,4,767710.0,,,,,91791.0,63283.0,,879899.0,280343.0,26659.0,,,22.0,,,,,,-28884.0,119939.0,-49739.0,390.94,,390.45,,,,,,,4027.57,,63283.0,653772.0,10.0,74.3,,,
167,2018,3,4,3200,4,857376.0,,,,,126168.0,83820.0,,937796.0,304709.0,26310.0,,,14.8,,,,,,-44919.0,122551.0,-50215.0,538.99,,538.41,,,,,,,4328.5,,83820.0,693278.0,13.0,73.9,,,
167,2019,3,4,3200,4,806495.0,,,,,91910.0,62009.0,,913418.0,297682.0,26001.0,,,13.7,,,,,,-58419.0,98569.0,-49955.0,423.5,,423.14,,,,,,,4465.7,,62009.0,700443.0,9.6,76.7,,,
168,2015,3,9,3650,4,523757.0,,20650.0,,,,51741.0,306937.0,678486.0,36706.0,21387.0,,,14.4,,,,5.5,38.2,-6238.0,37120.0,-21271.0,,,,,80.33,,,80.26,,,,,,,,,,
168,2016,3,9,3650,4,533989.0,,17034.0,,,,-17638.0,284471.0,651793.0,42271.0,23055.0,,,17.6,,,,4.4,35.9,-9044.0,39566.0,-22793.0,,,,,67.93,,,67.84,,,,,,,,,,
168,2017,3,9,3650,4,527274.0,,10556.0,,,,-1995.0,275753.0,646288.0,39850.0,23256.0,,,49.4,,,,1.5,35.5,3595.0,26768.0,-31429.0,,,,,22.52,,,22.51,,,,,,,,,,
